site_code,position,start_time,end_time,data_collection,number_of_records,remarks,serial_number,file_location
TER-NFSB-T164B,0,10/12/2023 11:38,19/03/2024 15:38,19/03/2024,2405,NA,65068608,data/data_sensors/T164B/T164B-0-2024_03_19.txt
TER-NFSB-T164B,1,10/12/2023 11:41,19/03/2024 15:41,19/03/2024,2405,Data logger on the ground,65067552,data/data_sensors/T164B/T164B-1-2024_03_19.txt
TER-NFSB-T164B,2,10/12/2023 11:43,19/03/2024 15:43,19/03/2024,2405,NA,65067454,data/data_sensors/T164B/T164B-2-2024_03_19.txt
TER-NFSB-T164B,0,11/08/2023 13:30,16/10/2023 08:30,10/12/2023,1580,Data logger replacement,10220438,data/data_sensors/T164B/T164B-0-2023_12_10.txt
TER-NFSB-T164B,1,11/08/2023 13:30,15/09/2023 21:30,10/12/2023,849,Data logger replacement,65006642,data/data_sensors/T164B/T164B-1-2023_12_10.txt
TER-NFSB-T164B,2,11/08/2023 13:30,26/10/2023 05:30,10/12/2023,1817,Data logger replacement,65006556,data/data_sensors/T164B/T164B-2-2023_12_10.txt
TER-NFSB-T164B,0,20/06/2024 12:30,23/08/2024 09:30,23/08/2024,1534,NA,65068608,data/data_sensors/T164B/T164B-0-2024_08_23.txt
TER-NFSB-T164B,1,20/06/2024 12:30,23/08/2024 09:30,23/08/2024,1534,NA,65067552,data/data_sensors/T164B/T164B-1-2024_08_23.txt
TER-NFSB-T164B,2,20/06/2024 12:30,23/08/2024 09:30,23/08/2024,1534,NA,65067454,data/data_sensors/T164B/T164B-2-2024_08_23.txt
TER-NFSB-T164B,0,2024-08-23 10:15:26,2025-01-04 10:15:26,2025-01-04,3217,NA,65068608,data/data_sensors/T164B/T164B-0-2025_01_04.txt
TER-NFSB-T164B,1,2024-08-23 10:15:44,2025-01-04 10:15:44,2025-01-04,3217,NA,65067552,data/data_sensors/T164B/T164B-1-2025_01_04.txt
TER-NFSB-T164B,2,2024-08-23 10:15:34,2025-01-04 10:15:34,2025-01-04,3217,NA,65067454,data/data_sensors/T164B/T164B-2-2025_01_04.txt
TER-NFSB-TE48,0,16/05/2024 11:30,16/05/2024 21:30,12/06/2024,11,Data logger replacement,65069027,data/data_sensors/TE48/TE48-0-2024_06_12.txt
TER-NFSB-TE48,1,16/05/2024 11:30,12/06/2024 17:30,12/06/2024,655,NA,10221699,data/data_sensors/TE48/TE48-1-2024_06_12.txt
TER-NFSB-TE48,2,16/05/2024 11:30,16/05/2024 12:30,12/06/2024,2,Data logger replacement,65006290,data/data_sensors/TE48/TE48-2-2024_06_12.txt
TER-NFSB-TE48,0,17/03/2024 11:30,16/05/2024 10:30,16/05/2024,1440,NA,65069027,data/data_sensors/TE48/TE48-0-2024_05_16.txt
TER-NFSB-TE48,1,17/03/2024 11:30,16/05/2024 10:30,16/05/2024,1440,NA,10221699,data/data_sensors/TE48/TE48-1-2024_05_16.txt
TER-NFSB-TE48,2,17/03/2024 11:30,27/03/2024 14:30,16/05/2024,244,Battery replacement,65006290,data/data_sensors/TE48/TE48-2-2024_05_16.txt
TER-NFSB-TE48,0,08/12/2023 09:31,17/03/2024 10:31,17/03/2024,2402,NA,65069027,data/data_sensors/TE48/TE48-0-2024_03_17.txt
TER-NFSB-TE48,1,08/12/2023 09:39,17/03/2024 10:39,17/03/2024,2402,NA,10221699,data/data_sensors/TE48/TE48-1-2024_03_17.txt
TER-NFSB-TE48,2,08/12/2023 09:36,09/01/2024 15:36,17/03/2024,775,Battery replacement,65006290,data/data_sensors/TE48/TE48-2-2024_03_17.txt
TER-NFSB-TE48,0,11/09/2023 17:30,29/09/2023 06:30,08/12/2023,422,Data logger replacement,65006424,data/data_sensors/TE48/TE48-0-2023_12_08.txt
TER-NFSB-TE48,1,11/09/2023 17:30,08/12/2023 10:30,08/12/2023,2106,NA,10221699,data/data_sensors/TE48/TE48-1-2023_12_08.txt
TER-NFSB-TE48,2,11/09/2023 17:30,08/12/2023 10:30,08/12/2023,2106,NA,65006290,data/data_sensors/TE48/TE48-2-2023_12_08.txt
TER-NFSB-TE48,0,12/06/2024 18:15,12/09/2024 12:15,12/09/2024,2203,NA,65068514,data/data_sensors/TE48/TE48-0-2024_09_12.txt
TER-NFSB-TE48,1,12/06/2024 18:15,12/09/2024 12:15,12/09/2024,2203,NA,10221699,data/data_sensors/TE48/TE48-1-2024_09_12.txt
TER-NFSB-TE48,2,12/06/2024 18:09,12/09/2024 12:09,12/09/2024,2203,NA,65067185,data/data_sensors/TE48/TE48-2-2024_09_12.txt
TER-NFSB-TE48,0,2024-09-12 12:30:16,2024-10-06 02:30:16,2024-12-16,567,NA,65068514,data/data_sensors/TE48/TE48-0-2024_12_16.txt
TER-NFSB-TE48,1,2024-09-12 12:30:52,2024-12-16 13:30:52,2024-12-16,2282,NA,10221699,data/data_sensors/TE48/TE48-1-2024_12_16.txt
TER-NFSB-TE48,2,2024-09-12 12:30:59,2024-12-16 13:30:59,2024-12-16,2282,NA,65067185,data/data_sensors/TE48/TE48-2-2024_12_16.txt
TER-NFSB-TE49,0,13/05/2024 11:45,12/06/2024 16:45,12/06/2024,726,NA,65067233,data/data_sensors/TE49/TE49-0-2024_06_12.txt
TER-NFSB-TE49,1,13/05/2024 11:45,12/06/2024 16:45,12/06/2024,726,NA,657,data/data_sensors/TE49/TE49-1-2024_06_12.txt
TER-NFSB-TE49,2,13/05/2024 11:45,12/06/2024 17:45,12/06/2024,727,NA,65067256,data/data_sensors/TE49/TE49-2-2024_06_12.txt
TER-NFSB-TE49,0,03/04/2024 10:30,13/05/2024 11:30,13/05/2024,962,NA,65067233,data/data_sensors/TE49/TE49-0-2024_05_13.txt
TER-NFSB-TE49,2,03/04/2024 10:30,13/05/2024 11:30,13/05/2024,962,NA,65067256,data/data_sensors/TE49/TE49-2-2024_05_13.txt
TER-NFSB-TE49,0,17/03/2024 09:45,03/04/2024 08:45,03/04/2024,408,NA,65067233,data/data_sensors/TE49/TE49-0-2024_04_03.txt
TER-NFSB-TE49,1,17/03/2024 09:45,03/04/2024 08:45,03/04/2024,408,NA,65067140,data/data_sensors/TE49/TE49-1-2024_04_03.txt
TER-NFSB-TE49,2,17/03/2024 09:45,03/04/2024 08:45,03/04/2024,408,NA,65067256,data/data_sensors/TE49/TE49-2-2024_04_03.txt
TER-NFSB-TE49,0,04/03/2024 14:30,17/03/2024 09:30,17/03/2024,308,NA,65067233,data/data_sensors/TE49/TE49-0-2024_03_17.txt
TER-NFSB-TE49,1,04/03/2024 14:30,17/03/2024 09:30,17/03/2024,308,NA,65067140,data/data_sensors/TE49/TE49-1-2024_03_17.txt
TER-NFSB-TE49,2,04/03/2024 14:30,17/03/2024 09:30,17/03/2024,308,NA,65067256,data/data_sensors/TE49/TE49-2-2024_03_17.txt
TER-NFSB-TE49,0,21/02/2024 12:00,04/03/2024 14:00,04/03/2024,291,NA,65067233,data/data_sensors/TE49/TE49-0-2024_03_04.txt
TER-NFSB-TE49,1,21/02/2024 12:00,04/03/2024 14:00,04/03/2024,291,NA,65067140,data/data_sensors/TE49/TE49-1-2024_03_04.txt
TER-NFSB-TE49,2,21/02/2024 12:02,04/03/2024 14:02,04/03/2024,291,NA,65067256,data/data_sensors/TE49/TE49-2-2024_03_04.txt
TER-NFSB-TE49,0,14/02/2024 13:00,21/02/2024 12:00,21/02/2024,165,NA,65067233,data/data_sensors/TE49/TE49-0-2024_02_21.txt
TER-NFSB-TE49,1,14/02/2024 13:00,21/02/2024 12:00,21/02/2024,168,NA,65067140,data/data_sensors/TE49/TE49-1-2024_02_21.txt
TER-NFSB-TE49,2,14/02/2024 13:00,21/02/2024 12:00,21/02/2024,165,NA,65067256,data/data_sensors/TE49/TE49-2-2024_02_21.txt
TER-NFSB-TE49,0,08/12/2023 10:46,29/12/2023 09:46,14/02/2024,507,Data logger replacement,10220613,data/data_sensors/TE49/TE49-0-2024_02_14.txt
TER-NFSB-TE49,2,08/12/2023 10:54,14/01/2024 15:54,14/02/2024,894,Data logger replacement,65006559,data/data_sensors/TE49/TE49-2-2024_02_14.txt
TER-NFSB-TE49,0,11/09/2023 18:30,25/10/2023 07:30,08/12/2023,1046,NA,10220613,data/data_sensors/TE49/TE49-0-2023_12_08.txt
TER-NFSB-TE49,1,11/09/2023 18:30,07/12/2023 07:30,08/12/2023,2078,NA,65006177,data/data_sensors/TE49/TE49-1-2023_12_08.txt
TER-NFSB-TE49,2,11/09/2023 18:30,08/12/2023 11:30,08/12/2023,2107,NA,65006559,data/data_sensors/TE49/TE49-2-2023_12_08.txt
TER-NFSB-TE49,0,12/06/2024 17:30,12/09/2024 13:30,12/09/2024,2205,NA,65067233,data/data_sensors/TE49/TE49-0-2024_09_12.txt
TER-NFSB-TE49,1,12/06/2024 17:30,12/09/2024 13:30,12/09/2024,2205,NA,657,data/data_sensors/TE49/TE49-1-2024_09_12.txt
TER-NFSB-TE49,2,12/06/2024 17:30,12/09/2024 13:30,12/09/2024,2205,NA,65067256,data/data_sensors/TE49/TE49-2-2024_09_12.txt
TER-NFSB-TE49,0,2024-09-12 14:00:27,2024-10-25 01:00:27,2024-12-16,1020,NA,65067233,data/data_sensors/TE49/TE49-0-2024_12_16.txt
TER-NFSB-TE49,1,2024-09-12 14:00:18,2024-10-20 22:00:18,2024-12-16,921,NA,657,data/data_sensors/TE49/TE49-1-2024_12_16.txt
TER-NFSB-TE49,2,2024-09-12 14:00:17,2024-10-08 06:00:17,2024-12-16,617,NA,65067256,data/data_sensors/TE49/TE49-2-2024_12_16.txt
TER-NFTB-T-15,1,15/12/2024 12:30,13/06/2025 09:30,13/06/2025,4318,NA,65069102,data/data_sensors/T15/T15-1-2025_06_13.txt
TER-NFTB-T-15,2,15/12/2024 12:30,13/06/2025 09:30,13/06/2025,4318,NA,65068678,data/data_sensors/T15/T15-2-2025_06_13.txt
TER-NFTB-T-15,0,13/05/2024 14:50,25/05/2024 08:50,11/06/2024,283,Battery replacement,65067217,data/data_sensors/T15/T15-0-2024_06_11.txt
TER-NFTB-T-15,1,13/05/2024 14:45,11/06/2024 15:45,11/06/2024,698,NA,65069102,data/data_sensors/T15/T15-1-2024_06_11.txt
TER-NFTB-T-15,2,13/05/2024 14:45,11/06/2024 15:45,11/06/2024,698,NA,65068678,data/data_sensors/T15/T15-2-2024_06_11.txt
TER-NFTB-T-15,0,05/04/2024 09:15,17/04/2024 03:15,13/05/2024,283,Battery replacement,65067217,data/data_sensors/T15/T15-0-2024_05_13.txt
TER-NFTB-T-15,1,05/04/2024 09:15,13/05/2024 14:15,13/05/2024,918,NA,65069102,data/data_sensors/T15/T15-1-2024_05_13.txt
TER-NFTB-T-15,2,05/04/2024 09:15,13/05/2024 14:15,13/05/2024,918,NA,65068678,data/data_sensors/T15/T15-2-2024_05_13.txt
TER-NFTB-T-15,0,13/03/2024 09:30,05/04/2024 07:30,05/04/2024,551,NA,65067217,data/data_sensors/T15/T15-0-2024_04_05.txt
TER-NFTB-T-15,1,13/03/2024 09:30,05/04/2024 07:30,05/04/2024,551,NA,65069102,data/data_sensors/T15/T15-1-2024_04_05.txt
TER-NFTB-T-15,2,13/03/2024 09:30,05/04/2024 07:30,05/04/2024,551,NA,65068678,data/data_sensors/T15/T15-2-2024_04_05.txt
TER-NFTB-T-15,0,23/02/2024 12:45,13/03/2024 09:45,13/03/2024,454,NA,65067217,data/data_sensors/T15/T15-0-2024_03_13.txt
TER-NFTB-T-15,1,23/02/2024 12:45,13/03/2024 09:45,13/03/2024,454,NA,65069102,data/data_sensors/T15/T15-1-2024_03_13.txt
TER-NFTB-T-15,2,23/02/2024 12:45,13/03/2024 09:45,13/03/2024,454,NA,65068678,data/data_sensors/T15/T15-2-2024_03_13.txt
TER-NFTB-T-15,0,16/02/2024 10:30,23/02/2024 12:30,23/02/2024,171,NA,65067217,data/data_sensors/T15/T15-0-2024_02_23.txt
TER-NFTB-T-15,1,16/02/2024 10:30,23/02/2024 12:30,23/02/2024,171,NA,65069102,data/data_sensors/T15/T15-1-2024_02_23.txt
TER-NFTB-T-15,2,16/02/2024 10:30,23/02/2024 12:30,23/02/2024,171,NA,65068678,data/data_sensors/T15/T15-2-2024_02_23.txt
TER-NFTB-T-15,0,23/01/2024 14:20,16/02/2024 09:20,16/02/2024,572,NA,65067217,data/data_sensors/T15/T15-0-2024_02_16.txt
TER-NFTB-T-15,1,23/01/2024 14:20,16/02/2024 09:20,16/02/2024,572,NA,65069102,data/data_sensors/T15/T15-1-2024_02_16.txt
TER-NFTB-T-15,2,23/01/2024 14:20,16/02/2024 09:20,16/02/2024,572,NA,65068678,data/data_sensors/T15/T15-2-2024_02_16.txt
TER-NFTB-T-15,1,13/12/2023 11:07,23/01/2024 14:07,23/01/2024,988,NA,65069102,data/data_sensors/T15/T15-1-2024_01_23.txt
TER-NFTB-T-15,2,13/12/2023 11:10,23/01/2024 14:10,23/01/2024,988,NA,65068678,data/data_sensors/T15/T15-2-2024_01_23.txt
TER-NFTB-T-15,0,17/11/2023 11:30,13/12/2023 10:30,13/12/2023,624,Data logger replacement,65067140,data/data_sensors/T15/T15-0-2023_12_13.txt
TER-NFTB-T-15,1,17/11/2023 11:30,13/12/2023 10:30,13/12/2023,624,NA,65069102,data/data_sensors/T15/T15-1-2023_12_13.txt
TER-NFTB-T-15,2,17/11/2023 11:30,13/12/2023 10:30,13/12/2023,624,NA,65068678,data/data_sensors/T15/T15-2-2023_12_13.txt
TER-NFTB-T-15,0,11/06/2024 16:30,23/06/2024 10:30,23/08/2024,283,Battery replacement,65067217,data/data_sensors/T15/T15-0-2024_08_23.txt
TER-NFTB-T-15,1,11/06/2024 16:30,23/08/2024 16:30,23/08/2024,1753,NA,65069102,data/data_sensors/T15/T15-1-2024_08_23.txt
TER-NFTB-T-15,2,11/06/2024 16:30,23/08/2024 16:30,23/08/2024,1753,NA,65068678,data/data_sensors/T15/T15-2-2024_08_23.txt
TER-NFTB-T-15,1,23/08/2024 16:30,11/09/2024 12:30,11/09/2024,453,NA,65069102,data/data_sensors/T15/T15-1-2024_09_11.txt
TER-NFTB-T-15,2,23/08/2024 16:30,11/09/2024 12:30,11/09/2024,453,NA,65068678,data/data_sensors/T15/T15-2-2024_09_11.txt
TER-NFTB-T-15,0,11/09/2024 12:45,20/10/2024 07:45,15/12/2024,932,NA,10222279,data/data_sensors/T15/T15-0-2024_12_15.txt
TER-NFTB-T-15,1,11/09/2024 12:45,15/12/2024 13:45,15/12/2024,2282,NA,65069102,data/data_sensors/T15/T15-1-2024_12_15.txt
TER-NFTB-T-15,2,11/09/2024 12:45,15/12/2024 12:45,15/12/2024,2281,NA,65068678,data/data_sensors/T15/T15-2-2024_12_15.txt
TER-NFTB-T18-ORIGINAL,2,15/12/2024 11:15,13/06/2025 09:15,13/06/2025,4319,NA,65068192,data/data_sensors/T18/T18-2-2025_06_13.txt
TER-NFTB-T18-ORIGINAL,0,13/05/2024 15:55,11/06/2024 18:55,11/06/2024,700,NA,10221043,data/data_sensors/T18/T18-0-2024_06_11.txt
TER-NFTB-T18-ORIGINAL,1,13/05/2024 15:50,11/06/2024 18:50,11/06/2024,700,NA,65006784,data/data_sensors/T18/T18-1-2024_06_11.txt
TER-NFTB-T18-ORIGINAL,2,13/05/2024 15:50,11/06/2024 18:50,11/06/2024,700,NA,65068192,data/data_sensors/T18/T18-2-2024_06_11.txt
TER-NFTB-T18-ORIGINAL,0,05/04/2024 10:15,13/05/2024 15:15,13/05/2024,918,NA,10221043,data/data_sensors/T18/T18-0-2024_05_13.txt
TER-NFTB-T18-ORIGINAL,1,05/04/2024 10:15,13/05/2024 15:15,13/05/2024,918,NA,65006784,data/data_sensors/T18/T18-1-2024_05_13.txt
TER-NFTB-T18-ORIGINAL,2,05/04/2024 10:15,13/05/2024 15:15,13/05/2024,918,NA,65068192,data/data_sensors/T18/T18-2-2024_05_13.txt
TER-NFTB-T18-ORIGINAL,0,13/03/2024 10:30,05/04/2024 08:30,05/04/2024,551,Over saturation humidity,10221043,data/data_sensors/T18/T18-0-2024_04_05.txt
TER-NFTB-T18-ORIGINAL,1,13/03/2024 10:35,05/04/2024 08:35,05/04/2024,551,NA,65006784,data/data_sensors/T18/T18-1-2024_04_05.txt
TER-NFTB-T18-ORIGINAL,2,13/03/2024 10:30,05/04/2024 08:30,05/04/2024,551,NA,65068192,data/data_sensors/T18/T18-2-2024_04_05.txt
TER-NFTB-T18-ORIGINAL,0,23/02/2024 14:00,13/03/2024 10:00,13/03/2024,453,NA,10221043,data/data_sensors/T18/T18-0-2024_03_13.txt
TER-NFTB-T18-ORIGINAL,1,23/02/2024 14:00,13/03/2024 10:00,13/03/2024,453,NA,65006784,data/data_sensors/T18/T18-1-2024_03_13.txt
TER-NFTB-T18-ORIGINAL,2,23/02/2024 14:00,13/03/2024 10:00,13/03/2024,453,NA,65068192,data/data_sensors/T18/T18-2-2024_03_13.txt
TER-NFTB-T18-ORIGINAL,0,16/02/2024 11:30,23/02/2024 13:30,23/02/2024,171,NA,10221043,data/data_sensors/T18/T18-0-2024_02_23.txt
TER-NFTB-T18-ORIGINAL,1,16/02/2024 11:30,23/02/2024 13:30,23/02/2024,171,NA,65006784,data/data_sensors/T18/T18-1-2024_02_23.txt
TER-NFTB-T18-ORIGINAL,2,16/02/2024 11:30,23/02/2024 13:30,23/02/2024,171,NA,65068192,data/data_sensors/T18/T18-2-2024_02_23.txt
TER-NFTB-T18-ORIGINAL,0,23/01/2024 15:15,16/02/2024 10:15,16/02/2024,572,NA,10221043,data/data_sensors/T18/T18-0-2024_02_16.txt
TER-NFTB-T18-ORIGINAL,1,23/01/2024 15:15,16/02/2024 10:15,16/02/2024,572,NA,65006784,data/data_sensors/T18/T18-1-2024_02_16.txt
TER-NFTB-T18-ORIGINAL,2,23/01/2024 15:15,16/02/2024 10:15,16/02/2024,572,NA,65068192,data/data_sensors/T18/T18-2-2024_02_16.txt
TER-NFTB-T18-ORIGINAL,0,17/01/2024 10:58,23/01/2024 14:58,23/01/2024,149,NA,10221043,data/data_sensors/T18/T18-0-2024_01_23.txt
TER-NFTB-T18-ORIGINAL,1,17/01/2024 11:01,23/01/2024 15:01,23/01/2024,149,NA,65006784,data/data_sensors/T18/T18-1-2024_01_23.txt
TER-NFTB-T18-ORIGINAL,2,17/01/2024 11:04,23/01/2024 15:04,23/01/2024,149,NA,65068192,data/data_sensors/T18/T18-2-2024_01_23.txt
TER-NFTB-T18-ORIGINAL,0,13/12/2023 13:07,16/12/2023 09:07,17/01/2024,69,Battery replacement,10221043,data/data_sensors/T18/T18-0-2024_01_17.txt
TER-NFTB-T18-ORIGINAL,1,13/12/2023 13:13,17/01/2024 10:13,17/01/2024,838,NA,65006784,data/data_sensors/T18/T18-1-2024_01_17.txt
TER-NFTB-T18-ORIGINAL,2,13/12/2023 13:15,17/01/2024 10:15,17/01/2024,838,NA,65068192,data/data_sensors/T18/T18-2-2024_01_17.txt
TER-NFTB-T18-ORIGINAL,0,30/11/2023 15:48,13/12/2023 12:48,13/12/2023,310,NA,10221043,data/data_sensors/T18/T18-0-2023_12_13.txt
TER-NFTB-T18-ORIGINAL,1,30/11/2023 15:50,13/12/2023 12:50,13/12/2023,310,NA,65006784,data/data_sensors/T18/T18-1-2023_12_13.txt
TER-NFTB-T18-ORIGINAL,2,30/11/2023 15:52,13/12/2023 12:52,13/12/2023,310,NA,65068192,data/data_sensors/T18/T18-2-2023_12_13.txt
TER-NFTB-T18-ORIGINAL,0,23/11/2023 15:16,30/11/2023 15:16,30/11/2023,169,NA,10221043,data/data_sensors/T18/T18-0-2023_11_30.txt
TER-NFTB-T18-ORIGINAL,1,23/11/2023 15:18,30/11/2023 15:18,30/11/2023,169,NA,65006784,data/data_sensors/T18/T18-1-2023_11_30.txt
TER-NFTB-T18-ORIGINAL,2,23/11/2023 15:24,23/11/2023 20:24,30/11/2023,6,Data logger replacement,65006540,data/data_sensors/T18/T18-2-2023_11_30.txt
TER-NFTB-T18-ORIGINAL,0,08/08/2023 12:00,29/08/2023 10:00,23/11/2023,503,NA,10221043,data/data_sensors/T18/T18-0-2023_11_23.txt
TER-NFTB-T18-ORIGINAL,1,08/08/2023 12:00,23/11/2023 16:00,23/11/2023,2573,NA,65006784,data/data_sensors/T18/T18-1-2023_11_23.txt
TER-NFTB-T18-ORIGINAL,2,08/08/2023 12:00,01/10/2023 13:00,23/11/2023,1298,Battery replacement,65006540,data/data_sensors/T18/T18-2-2023_11_23.txt
TER-NFTB-T18-ORIGINAL,1,11/06/2024 19:00,23/08/2024 14:00,23/08/2024,1748,NA,65006784,data/data_sensors/T18/T18-1-2024_08_23.txt
TER-NFTB-T18-ORIGINAL,2,11/06/2024 19:02,23/08/2024 14:02,23/08/2024,1748,NA,65068192,data/data_sensors/T18/T18-2-2024_08_23.txt
TER-NFTB-T18-ORIGINAL,0,11/06/2024 19:00,10/07/2024 22:00,23/08/2024,700,Data logger stopped,10221043,data/data_sensors/T18/T18-0-2024-08-23.txt
TER-NFTB-T18-ORIGINAL,1,23/08/2024 15:00,11/09/2024 10:00,11/09/2024,452,NA,65006784,data/data_sensors/T18/T18-1-2024_09_11.txt
TER-NFTB-T18-ORIGINAL,2,23/08/2024 15:00,11/09/2024 10:00,11/09/2024,452,NA,65068192,data/data_sensors/T18/T18-2-2024_09_11.txt
TER-NFTB-T18-ORIGINAL,0,11/09/2024 11:00,18/10/2024 09:00,15/12/2024,887,NA,65067518,data/data_sensors/T18/T18-0-2024_12_15.txt
TER-NFTB-T18-ORIGINAL,1,11/09/2024 11:00,08/11/2024 11:00,15/12/2024,1393,NA,65006784,data/data_sensors/T18/T18-1-2024_12_15.txt
TER-NFTB-T18-ORIGINAL,2,11/09/2024 11:00,15/12/2024 12:00,15/12/2024,2282,NA,65068192,data/data_sensors/T18/T18-2-2024_12_15.txt
