"effect" "component" "term" "estimate" "std.error" "statistic" "p.value" "conf.low" "conf.high" "response" "df" "p_adjusted_BH" "significant_BH"
"26" "fixed" "cond" "Elevation" -1.5982509643821 0.2634626613385 -6.0663281706118 1.30867594827828e-09 -2.11462829187663 -1.08187363688756 "GRD_DVPDR" NA 1.13069601931244e-08 TRUE
"27" "fixed" "cond" "Slope_30" -0.049982849480946 0.287842789484603 -0.173646349003367 0.862143404085243 -0.614144350080313 0.514178651118421 "GRD_DVPDR" NA 0.935793845640264 FALSE
"28" "fixed" "cond" "foliage_height_diversity" 0.0250122641991183 0.361451160394674 0.0691995681292239 0.944830766868283 -0.683418992344652 0.733443520742889 "GRD_DVPDR" NA 0.981170411747832 FALSE
"29" "fixed" "cond" "energy_tot:canopy_openess" 0.0423097227210736 0.0321614844703184 1.31554010699105 0.188328447374236 -0.0207256285300946 0.105345073972242 "GRD_DVPDR" NA 0.375345948370736 FALSE
"30" "fixed" "cond" "energy_tot:northness" -0.0161230988113421 0.0437876585576942 -0.368211028915796 0.712715887281233 -0.10194533255176 0.0696991349290755 "GRD_DVPDR" NA 0.837082662133826 FALSE
"31" "fixed" "cond" "energy_tot:eastness" 0.0799972081221438 0.0352816355015592 2.26738945020302 0.0233664453892615 0.010846473223418 0.14914794302087 "GRD_DVPDR" NA 0.0753306299116489 FALSE
"32" "fixed" "cond" "energy_tot:ENL0D" -0.0241141374060873 0.0517200476814873 -0.466243526196878 0.641041196986906 -0.125483568140497 0.0772552933283221 "GRD_DVPDR" NA 0.795775279018228 FALSE
"33" "fixed" "cond" "energy_tot:SSCI" 0.081725964197562 0.0420095011977248 1.94541620032347 0.0517249065043039 -0.000611145158470772 0.164063073553595 "GRD_DVPDR" NA 0.136250973230849 FALSE
"34" "fixed" "cond" "energy_tot:Elevation" -0.0961165123943621 0.0442206247749628 -2.17356748990987 0.0297376321575944 -0.182787344327149 -0.00944568046157535 "GRD_DVPDR" NA 0.0913256448313855 FALSE
"35" "fixed" "cond" "energy_tot:Slope_30" -0.0393890955565359 0.0479094500001361 -0.822157122580701 0.410987478339024 -0.133289892075925 0.0545117009628534 "GRD_DVPDR" NA 0.609156536388375 FALSE
